AnimalID,UFID_Corrected,YEAR,hcw,Marbling,WBSF,CG,Ranch,LOT,RanchLOT,PC1,PC2
20069,N20069,2017,828,390,6.616281,-999,Ranch1,_7126,Ranch1_7126,-0.0102179,-0.0441088
20070,N20070,2017,929,390,5.924268,11,Ranch17,_7126,Ranch17_7126,0.0143523,0.0240161
20071,N20071,2017,779,410,3.210429,11,Ranch17,_7126,Ranch17_7126,0.00295438,-0.0114981
20072,N20072,2017,821,430,3.306099,11,Ranch17,_7126,Ranch17_7126,-0.00484895,-0.0269615
20073,N20073,2017,802,430,3.227437,11,Ranch17,_7126,Ranch17_7126,-0.0103777,-0.0325591
20074,N20074,2017,809,560,5.039852,11,Ranch17,_7126,Ranch17_7126,-0.006104,-0.037042
20075,N20075,2017,827,380,5.642573,6,Ranch12,_7626,Ranch12_7626,-0.00730221,-0.00767988
20076,N20076,2017,834,380,4.298941,4,Ranch11,_7606,Ranch11_7606,0.00484881,-0.0160796
20077,N20077,2017,899,280,4.634849,17,Ranch2,_7626,Ranch2_7626,-0.00259414,-0.038018
20078,N20078,2017,917,480,3.194484,16,Ranch2,_7606,Ranch2_7606,0.00110772,-0.0233296
20079,N20079,2017,839,390,5.039852,5,Ranch12,_7606,Ranch12_7606,-0.00479999,-0.0460203
20080,N20080,2017,798,410,4.970757,5,Ranch12,_7606,Ranch12_7606,-0.00720952,-0.021979
20081,N20081,2017,979,390,6.625848,17,Ranch2,_7626,Ranch2_7626,-0.00368984,5.66687E-05
20082,N20082,2017,758,410,3.189169,16,Ranch2,_7606,Ranch2_7606,-0.000645871,-0.0372336
20083,N20083,2017,833,390,4.425438,4,Ranch11,_7606,Ranch11_7606,-0.00852933,0.0134284
20084,N20084,2017,839,380,4.442446,17,Ranch2,_7626,Ranch2_7626,-0.00649515,-0.00589754
20085,N20085,2017,811,420,3.727047,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00139103,0.0131907
20086,N20086,2017,893,420,4.537053,5,Ranch12,_7606,Ranch12_7606,-0.00319757,-0.0359585
20087,N20087,2017,827,380,5.703164,17,Ranch2,_7626,Ranch2_7626,0.000782737,-0.0228516
20088,N20088,2017,750,390,4.405241,5,Ranch12,_7606,Ranch12_7606,-0.00913281,-0.0107025
20089,N20089,2017,898,450,3.8663,5,Ranch12,_7606,Ranch12_7606,-0.00192927,-0.0118286
20090,N20090,2017,908,370,6.005056,5,Ranch12,_7606,Ranch12_7606,-0.000724073,-0.03371
20091,N20091,2017,924,470,6.005056,16,Ranch2,_7606,Ranch2_7606,-0.00414628,0.006106
20092,N20092,2017,862,380,3.830158,3,Ranch11,_7586,Ranch11_7586,0.0039703,-0.0166126
20093,N20093,2017,820,390,4.236224,5,Ranch12,_7606,Ranch12_7606,-0.000700652,-0.0297373
20094,N20094,2017,996,510,4.866583,6,Ranch12,_7626,Ranch12_7626,-0.00136099,-0.0262214
20095,N20095,2017,841,390,4.230909,24,Ranch5,_7606,Ranch5_7606,-0.00147918,-0.0192545
20096,N20096,2017,777,340,2.850072,24,Ranch5,_7606,Ranch5_7606,-0.00165238,-0.0386569
20097,N20097,2017,801,340,4.51473,6,Ranch12,_7626,Ranch12_7626,-0.00214577,-0.0393617
20098,N20098,2017,884,410,5.980607,17,Ranch2,_7626,Ranch2_7626,-0.009461,-0.0380874
20099,N20099,2017,910,690,3.106255,36,Ranch14,_7606,Ranch14_7606,0.00162824,0.0328815
20100,N20100,2017,1080,420,4.538116,36,Ranch14,_7606,Ranch14_7606,0.00409512,0.0240733
20101,N20101,2017,843,440,3.650511,4,Ranch11,_7606,Ranch11_7606,0.00340145,-0.0252803
20102,N20102,2017,894,460,4.724141,5,Ranch12,_7606,Ranch12_7606,-0.0079688,-0.0435402
20103,N20103,2017,885,430,3.258264,-999,Ranch11,_7626,Ranch11_7626,0.00916307,-0.0315836
20104,N20104,2017,860,220,4.460517,17,Ranch2,_7626,Ranch2_7626,-0.00304168,-0.0337907
20105,N20105,2017,811,390,3.279524,17,Ranch2,_7626,Ranch2_7626,-0.00756241,0.0046665
20106,N20106,2017,889,620,5.804149,16,Ranch2,_7606,Ranch2_7606,-0.00956591,-0.0201484
20107,N20107,2017,810,390,5.165286,17,Ranch2,_7626,Ranch2_7626,-0.0151885,-0.0338818
20108,N20108,2017,1019,420,4.476462,5,Ranch12,_7606,Ranch12_7606,-0.00999402,-0.0141901
20110,N20110,2017,-999,-999,3.03716,6,Ranch12,_7626,Ranch12_7626,-0.0100676,-0.0274454
20111,N20111,2017,-999,-999,5.28009,6,Ranch12,_7626,Ranch12_7626,-0.00681546,-0.0246584
30001,N30001,2017,898,410,4.304256,16,Ranch2,_7606,Ranch2_7606,-0.00821333,-0.055022
30002,N30002,2017,866,430,4.964379,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.0128223,-0.0350732
30003,N30003,2017,762,390,5.781826,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00169996,0.0242566
30004,N30004,2017,841,290,5.180168,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.0109423,-0.0217742
30005,N30005,2017,895,450,5.728676,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00323775,-0.00449284
30006,N30006,2017,757,420,4.975009,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00750763,0.00801056
30007,N30007,2017,799,310,4.781543,19,Ranch3,_7186,Ranch3_7186,0.00296276,-0.0272838
30008,N30008,2017,816,510,6.457894,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.0124082,0.0141502
30009,N30009,2017,746,380,5.986985,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00753808,0.0247717
30010,N30010,2017,847,410,5.754188,19,Ranch3,_7186,Ranch3_7186,-0.0112579,-0.0338924
30011,N30011,2017,894,380,5.564974,28,STOFI-Bright,_7186,STOFI-Bright_7186,0.000401485,0.0105495
30012,N30012,2017,846,410,6.135805,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00859075,0.0263697
30013,N30013,2017,833,510,3.34543,28,STOFI-Bright,_7186,STOFI-Bright_7186,0.0019185,0.0379963
30014,N30014,2017,851,580,5.401272,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00689335,0.0322705
30015,N30015,2017,929,290,5.961473,-999,Ranch2,_7186,Ranch2_7186,-0.00428301,-0.0522661
30016,N30016,2017,745,410,7.909952,19,Ranch3,_7186,Ranch3_7186,-0.00585594,-0.0280275
30017,N30017,2017,836,410,6.692817,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00966597,-0.0496544
30018,N30018,2017,863,420,4.616778,19,Ranch3,_7186,Ranch3_7186,-0.00177344,0.000317101
30019,N30019,2017,795,480,5.72655,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.0110126,0.0353932
30020,N30020,2017,846,570,4.269177,28,STOFI-Bright,_7186,STOFI-Bright_7186,0.000588129,-0.026588
30021,N30021,2017,795,270,4.407367,19,Ranch3,_7186,Ranch3_7186,-0.00368614,-0.0274328
30022,N30022,2017,851,390,4.770913,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.0109516,-0.019574
30023,N30023,2017,816,450,4.863394,-999,Ranch6,_7186,Ranch6_7186,-0.0126085,0.00282294
30024,N30024,2017,903,610,3.944962,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00314452,0.0312111
30025,N30025,2017,838,430,4.197956,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00500405,0.0337215
30026,N30026,2017,909,510,4.87615,28,STOFI-Bright,_7186,STOFI-Bright_7186,0.000140903,0.0364105
30027,N30027,2017,866,510,4.176696,19,Ranch3,_7186,Ranch3_7186,-0.0014971,-0.0473866
30028,N30028,2017,937,380,-999,19,Ranch3,_7186,Ranch3_7186,0.00108185,-0.056909
30029,N30029,2017,845,510,-999,4,Ranch11,_7606,Ranch11_7606,0.00857504,-0.0313396
30030,N30030,2017,805,380,4.795362,5,Ranch12,_7606,Ranch12_7606,-0.000123105,-0.0502738
30031,N30031,2017,845,390,4.935678,2,Ranch11,_7566,Ranch11_7566,0.00355358,-0.0234937
30032,N30032,2017,807,340,7.192427,5,Ranch12,_7606,Ranch12_7606,-0.00540457,-0.0170638
30033,N30033,2017,949,380,6.373917,17,Ranch2,_7626,Ranch2_7626,-0.00345505,-0.038251
30034,N30034,2017,767,380,4.328705,4,Ranch11,_7606,Ranch11_7606,0.000822576,-0.00869694
30035,N30035,2017,899,340,6.408996,17,Ranch2,_7626,Ranch2_7626,0.0101842,0.0355172
30036,N30036,2017,841,380,5.764818,6,Ranch12,_7626,Ranch12_7626,0.000321452,-0.012428
30037,N30037,2017,839,410,5.121703,17,Ranch2,_7626,Ranch2_7626,0.00323017,0.0234685
30038,N30038,2017,808,440,7.886566,17,Ranch2,_7626,Ranch2_7626,-0.01291,-0.0437377
30039,N30039,2017,791,420,4.888906,5,Ranch12,_7606,Ranch12_7606,0.00235061,-0.00877809
30040,N30040,2017,888,390,4.901662,2,Ranch11,_7566,Ranch11_7566,-0.00457635,0.0102556
30041,N30041,2017,867,370,6.825692,6,Ranch12,_7626,Ranch12_7626,-0.00269735,-0.0191444
30042,N30042,2017,891,340,5.804149,16,Ranch2,_7606,Ranch2_7606,-0.00830684,-0.0284868
30043,N30043,2017,837,390,4.792173,17,Ranch2,_7626,Ranch2_7626,-0.0146822,-0.0330247
30044,N30044,2017,843,610,5.304539,5,Ranch12,_7606,Ranch12_7606,-0.00838118,-0.013529
30045,N30045,2017,860,360,4.368036,6,Ranch12,_7626,Ranch12_7626,-0.00111492,-0.0171617
30046,N30046,2017,824,410,5.3545,4,Ranch11,_7606,Ranch11_7606,-0.0118793,0.0170027
30047,N30047,2017,812,390,4.500911,16,Ranch2,_7606,Ranch2_7606,-0.000253318,-0.0270899
30048,N30048,2017,827,530,4.340398,5,Ranch12,_7606,Ranch12_7606,-0.0103715,-0.0269707
30049,N30049,2017,779,470,5.178042,17,Ranch2,_7626,Ranch2_7626,-0.00416701,-0.0116711
30050,N30050,2017,1068,570,4.348902,36,Ranch14,_7606,Ranch14_7606,0.00271701,0.00871891
30051,N30051,2017,756,410,3.583542,4,Ranch11,_7606,Ranch11_7606,-0.00457153,-0.0166835
30052,N30052,2017,839,390,4.64229,5,Ranch12,_7606,Ranch12_7606,-0.00469852,-0.0202639
30053,N30053,2017,1000,520,5.09938,16,Ranch2,_7606,Ranch2_7606,-0.00468371,-0.0441657
30054,N30054,2017,927,440,4.916544,-999,STOFI-StThom,_7606,STOFI-StThom_7606,-0.00589675,0.0204868
30055,N30055,2017,723,490,6.073088,17,Ranch2,_7626,Ranch2_7626,0.0028697,0.00677619
30056,N30056,2017,948,390,5.306665,19,Ranch3,_7186,Ranch3_7186,0.00019103,-0.0299163
30057,N30057,2017,949,390,4.629534,19,Ranch3,_7186,Ranch3_7186,-0.00711401,-0.0369868
30058,N30058,2017,873,530,4.795362,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00398831,0.0639611
30059,N30059,2017,972,370,5.792456,19,Ranch3,_7186,Ranch3_7186,-0.00768914,-0.0190397
30060,N30060,2017,872,410,4.457328,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00639932,0.00984811
30061,N30061,2017,912,410,6.805495,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00919247,0.0252858
30062,N30062,2017,837,460,-999,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.011184,0.0639149
30063,N30063,2017,818,390,5.626628,5,Ranch12,_7606,Ranch12_7606,0.00463843,-0.0256853
30064,N30064,2017,792,390,-999,17,Ranch2,_7626,Ranch2_7626,-0.00442473,0.000536784
30065,N30065,2017,887,410,-999,19,Ranch3,_7186,Ranch3_7186,-0.00799067,-0.0375541
30066,N30066,2017,930,390,4.47221,19,Ranch3,_7186,Ranch3_7186,-0.00304832,0.0176999
30067,N30067,2017,786,410,4.530675,28,STOFI-Bright,_7186,STOFI-Bright_7186,-0.00424509,0.0117917
30068,N30068,2017,814,390,4.845323,17,Ranch2,_7626,Ranch2_7626,-0.0091201,-0.0172405
30069,N30069,2017,889,420,4.995206,-999,Ranch11,_7556,Ranch11_7556,0.00391435,-0.014882
30070,N30070,2017,889,720,4.919733,22,Ranch5,_7566,Ranch5_7566,-0.0129355,0.000374619
30071,N30071,2017,740,520,5.823283,33,STOFI-StThom,_7566,STOFI-StThom_7566,-0.00737056,0.0409281
30072,N30072,2017,864,680,4.686936,2,Ranch11,_7566,Ranch11_7566,0.0102946,-0.0238057
30073,N30073,2017,871,710,4.169255,8,Ranch14,_7566,Ranch14_7566,-0.0108795,-0.000274841
30074,N30074,2017,718,410,7.612312,25,Ranch6,_7556,Ranch6_7556,-0.00296212,-0.0369275
30075,N30075,2017,859,370,5.28009,25,Ranch6,_7556,Ranch6_7556,0.0120368,-0.0431189
30076,N30076,2017,844,410,4.295752,-999,STOFI-Parker,_7566,STOFI-Parker_7566,0.0120158,0.0382996
30077,N30077,2017,772,510,4.49347,25,Ranch6,_7556,Ranch6_7556,-0.00746757,0.0151371
30078,N30078,2017,771,420,6.918173,22,Ranch5,_7566,Ranch5_7566,8.73664E-05,-0.00131295
30079,N30079,2017,897,720,5.945528,33,STOFI-StThom,_7566,STOFI-StThom_7566,-0.00486031,0.0250607
30080,N30080,2017,745,520,7.093568,-999,STOFI-Parker,_7566,STOFI-Parker_7566,0.0199478,0.00727101
30081,N30081,2017,869,390,4.314886,8,Ranch14,_7566,Ranch14_7566,-0.0032962,0.025073
30082,N30082,2017,772,610,4.437131,33,STOFI-StThom,_7566,STOFI-StThom_7566,-0.00475337,-0.0176887
30083,N30083,2017,761,820,4.596581,33,STOFI-StThom,_7566,STOFI-StThom_7566,0.00107603,-0.0280771
30084,N30084,2017,831,420,5.2482,33,STOFI-StThom,_7566,STOFI-StThom_7566,0.0107682,-0.0704184
30085,N30085,2017,683,390,5.193987,25,Ranch6,_7556,Ranch6_7556,-0.00534308,-0.0197409
30086,N30086,2017,867,470,5.456548,-999,STOFI-Bright,_7556,STOFI-Bright_7556,-0.012836,-0.0104531
30087,N30087,2017,847,410,3.575038,25,Ranch6,_7556,Ranch6_7556,0.000571449,-0.0296738
30088,N30088,2017,842,420,6.904354,25,Ranch6,_7556,Ranch6_7556,-0.0012195,0.0624868
30089,N30089,2017,669,380,4.734771,25,Ranch6,_7556,Ranch6_7556,-0.012281,0.0840757
30090,N30090,2017,830,360,4.647605,25,Ranch6,_7556,Ranch6_7556,0.000797242,-0.00496532
30091,N30091,2017,812,390,5.353437,25,Ranch6,_7556,Ranch6_7556,-0.006306,-0.0444481
30092,N30092,2017,871,410,4.912292,22,Ranch5,_7566,Ranch5_7566,0.00955966,-0.0449503
30093,N30093,2017,980,680,-999,2,Ranch11,_7566,Ranch11_7566,-0.00869574,-0.0025525
30094,N30094,2017,747,480,-999,25,Ranch6,_7556,Ranch6_7556,-0.00241084,-0.00435598
30095,N30095,2017,638,390,5.530958,25,Ranch6,_7556,Ranch6_7556,-0.00127745,-0.0134711
30096,N30096,2017,667,390,6.82144,2,Ranch11,_7566,Ranch11_7566,0.00649844,0.04719
30097,N30097,2017,855,490,-999,13,Ranch2,_7566,Ranch2_7566,-0.0126961,-0.022671
30098,N30098,2017,825,510,5.118514,33,STOFI-StThom,_7566,STOFI-StThom_7566,-0.00380913,0.033286
30099,N30099,2017,897,420,5.629817,33,STOFI-StThom,_7566,STOFI-StThom_7566,-0.0050389,0.00345336
30100,N30100,2017,812,460,6.586517,-999,STOFI-Parker,_7566,STOFI-Parker_7566,0.0142671,0.047603
30101,N30101,2017,757,710,5.709542,33,STOFI-StThom,_7566,STOFI-StThom_7566,0.0142202,-0.0273626
30102,N30102,2017,897,510,8.006685,-999,Ranch8,_7556,Ranch8_7556,0.00552398,-0.0327196
30103,N30103,2017,921,610,5.924268,33,STOFI-StThom,_7566,STOFI-StThom_7566,0.00680963,0.00170871
30104,N30104,2017,854,310,4.615715,17,Ranch2,_7626,Ranch2_7626,-0.00167574,-0.00792755
30105,N30105,2017,917,510,4.705007,17,Ranch2,_7626,Ranch2_7626,-0.000393068,-0.00780182
30106,N30106,2017,795,460,5.096191,6,Ranch12,_7626,Ranch12_7626,0.00203354,-0.0281915
30107,N30107,2017,808,390,4.594455,16,Ranch2,_7606,Ranch2_7606,-0.00136796,-0.0256482
30108,N30108,2017,838,410,4.523234,6,Ranch12,_7626,Ranch12_7626,-0.00691383,-0.0245045
30109,N30109,2017,944,710,4.817685,24,Ranch5,_7606,Ranch5_7606,-0.00401968,0.00662723
30110,N30110,2017,992,390,-999,36,Ranch14,_7606,Ranch14_7606,-0.00506064,0.044128
30111,N30111,2017,820,430,3.984293,17,Ranch2,_7626,Ranch2_7626,-0.00263918,0.00339447
30112,N30112,2017,801,-999,-999,-999,Ranch8,_7556,Ranch8_7556,-999,-999
40001,N40001,2017,853,420,5.534147,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.0104491,0.0360893
40002,N40002,2017,691,430,4.52536,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00050088,-0.0393748
40003,N40003,2017,878,520,5.08875,15,Ranch2,_7596,Ranch2_7596,0.00443202,0.0450935
40004,N40004,2017,679,430,7.277467,34,STOFI-StThom,_7596,STOFI-StThom_7596,0.00180143,0.00471917
40005,N40005,2017,708,410,6.95963,34,STOFI-StThom,_7596,STOFI-StThom_7596,-3.13268E-06,-0.0085043
40006,N40006,2017,861,410,5.735054,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.0100738,-0.0321639
40007,N40007,2017,700,570,5.027096,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00576686,-0.00486724
40008,N40008,2017,679,410,4.398863,15,Ranch2,_7596,Ranch2_7596,-0.00679927,-0.0392027
40009,N40009,2017,735,320,8.136371,15,Ranch2,_7596,Ranch2_7596,0.0289482,0.00825765
40010,N40010,2017,748,440,6.60884,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00319395,0.0311489
40011,N40011,2017,810,510,7.187112,15,Ranch2,_7596,Ranch2_7596,0.00360512,-0.00689352
40012,N40012,2017,681,310,4.625282,34,STOFI-StThom,_7596,STOFI-StThom_7596,0.0124813,-0.011394
40013,N40013,2017,824,520,4.315949,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00167001,0.0227349
40014,N40014,2017,850,570,3.904568,15,Ranch2,_7596,Ranch2_7596,-0.00563515,-0.00443666
40015,N40015,2017,887,510,5.283279,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00461335,0.0259686
40016,N40016,2017,721,460,4.158625,15,Ranch2,_7596,Ranch2_7596,0.0134498,0.0225031
40017,N40017,2017,730,610,5.058986,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00789576,0.0281757
40018,N40018,2017,763,460,4.766661,15,Ranch2,_7596,Ranch2_7596,0.00510788,-0.0389469
40019,N40019,2017,724,610,5.356626,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.000530229,0.0159226
40020,N40020,2017,765,380,4.052325,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00915431,0.0106262
40021,N40021,2017,756,340,6.694943,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.0121609,0.0340442
40022,N40022,2017,707,510,6.32183,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.000869368,0.0381313
40023,N40023,2017,734,460,4.564691,9,Ranch14,_7596,Ranch14_7596,-0.00599248,0.0443613
40024,N40024,2017,717,390,-999,23,Ranch5,_7596,Ranch5_7596,-999,-999
40025,N40025,-999,-999,-999,5.236507,-999,-999,-999,-999,0.0173417,-0.0194738
40026,N40026,2017,819,510,4.297878,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00345806,0.0210697
40027,N40027,2017,712,280,4.983513,-999,Ranch3,_77146,Ranch3_77146,0.00478306,0.0222125
40028,N40028,2017,772,410,5.055797,1,Ranch1,_77146,Ranch1_77146,-0.00125182,-0.0117547
40029,N40029,2017,828,310,4.946308,1,Ranch1,_77146,Ranch1_77146,-0.00912261,-0.00715746
40030,N40030,2017,849,370,5.340681,1,Ranch1,_77146,Ranch1_77146,-0.0142231,0.0586508
40031,N40031,2017,759,360,6.762975,-999,Ranch3,_77146,Ranch3_77146,-0.00691689,-0.0194547
40032,N40032,2017,859,510,4.673117,1,Ranch1,_77146,Ranch1_77146,-0.00432801,0.062404
40033,N40033,2017,831,310,4.570006,1,Ranch1,_77146,Ranch1_77146,0.0113129,-0.0573603
40034,N40034,2017,867,390,5.614935,1,Ranch1,_77146,Ranch1_77146,-0.0108918,0.0642202
40035,N40035,2017,926,360,4.604022,1,Ranch1,_77146,Ranch1_77146,-0.00229139,0.0117283
40036,N40036,2017,1010,280,4.74859,1,Ranch1,_77146,Ranch1_77146,-0.0104277,-0.0177656
40037,N40037,2017,901,360,4.672054,1,Ranch1,_77146,Ranch1_77146,-0.00474702,-0.0174521
40038,N40038,2017,832,340,4.556187,1,Ranch1,_77146,Ranch1_77146,-0.00681959,0.0772704
40039,N40039,2017,868,410,4.144806,1,Ranch1,_77146,Ranch1_77146,-0.00413957,0.0649345
40040,N40040,2017,941,460,4.329768,1,Ranch1,_77146,Ranch1_77146,-0.00524269,-0.0282345
40041,N40041,2017,839,410,5.380012,-999,Ranch3,_77146,Ranch3_77146,-0.0058829,-0.0186739
40042,N40042,2017,861,520,3.751496,1,Ranch1,_77146,Ranch1_77146,-0.0110874,0.0354756
40043,N40043,2017,954,410,3.998112,1,Ranch1,_77146,Ranch1_77146,-0.00766192,0.0727109
40044,N40044,2017,913,510,4.676306,1,Ranch1,_77146,Ranch1_77146,-0.00934902,0.0510624
40045,N40045,2017,857,750,4.361658,1,Ranch1,_77146,Ranch1_77146,-0.0106054,0.045794
40046,N40046,2017,947,420,4.685873,1,Ranch1,_77146,Ranch1_77146,-0.00189667,-0.0299403
40047,N40047,2017,989,370,5.11001,1,Ranch1,_77146,Ranch1_77146,0.00873179,0.00226165
40048,N40048,2017,790,410,5.484186,1,Ranch1,_77146,Ranch1_77146,-0.00665777,-0.0386971
40049,N40049,2017,856,510,4.628471,1,Ranch1,_77146,Ranch1_77146,0.000295079,0.0526755
40050,N40050,2017,973,410,4.491344,1,Ranch1,_77146,Ranch1_77146,-0.0106217,0.0559016
40051,N40051,2017,879,360,4.188389,1,Ranch1,_77146,Ranch1_77146,-0.00697684,-0.0277331
40052,N40052,2017,828,420,4.473273,1,Ranch1,_77146,Ranch1_77146,-0.00294074,-0.0419297
40053,N40053,2017,874,280,5.251389,1,Ranch1,_77146,Ranch1_77146,-0.0115369,-0.0371131
40054,N40054,2017,845,310,5.360878,1,Ranch1,_77146,Ranch1_77146,-0.00485708,0.0756714
40055,N40055,2017,874,420,5.01434,1,Ranch1,_77146,Ranch1_77146,-0.0076502,0.0611575
40056,N40056,2017,800,310,4.816622,-999,Ranch3,_77146,Ranch3_77146,-0.00171165,-0.0330137
40057,N40057,2017,870,410,4.853827,1,Ranch1,_77146,Ranch1_77146,-0.00575935,0.0603343
40058,N40058,2017,899,410,5.191861,1,Ranch1,_77146,Ranch1_77146,0.00584879,0.0227459
40059,N40059,2017,773,410,4.673117,23,Ranch5,_7596,Ranch5_7596,-0.00207837,-0.00722033
40060,N40060,2017,706,280,4.354217,15,Ranch2,_7596,Ranch2_7596,0.00252824,-0.0501407
40061,N40061,2017,695,360,4.356343,1,Ranch1,_77146,Ranch1_77146,-0.00750436,0.0642106
40062,N40062,2017,791,430,4.402052,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00288816,-0.00374849
40063,N40063,2017,852,620,4.13205,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00423368,-0.0143147
40064,N40064,2017,899,430,4.411619,1,Ranch1,_77146,Ranch1_77146,-0.00498998,-0.0166298
40065,N40065,2017,705,420,4.495596,15,Ranch2,_7596,Ranch2_7596,-0.00207964,-0.0137953
40066,N40066,2017,883,410,5.055797,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00337775,0.0620416
40067,N40067,2017,754,710,4.257484,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.00490888,0.0103221
40068,N40068,2017,843,390,3.733425,34,STOFI-StThom,_7596,STOFI-StThom_7596,0.00218485,-0.00992473
40069,N40069,2017,983,420,4.6362309,1,Ranch1,_77146,Ranch1_77146,-0.00610261,0.000628792
40070,N40070,2017,767,610,5.472493,23,Ranch5,_7596,Ranch5_7596,-0.00657175,-0.0334798
40071,N40071,2017,762,490,4.911229,34,STOFI-StThom,_7596,STOFI-StThom_7596,-0.000596544,0.0401967
40072,N40072,2017,867,410,4.63166,9,Ranch14,_7596,Ranch14_7596,-0.00406991,0.0410229
40073,N40073,2017,827,390,4.409493,34,STOFI-StThom,_7596,STOFI-StThom_7596,0.00187646,-0.0177332
40074,N40074,2017,762,610,5.335366,15,Ranch2,_7596,Ranch2_7596,-0.00148187,-0.00757708
40075,N40075,2017,882,320,4.274492,1,Ranch1,_77146,Ranch1_77146,-0.0029315,0.065996
40076,N40076,2017,865,420,4.0789,1,Ranch1,_77146,Ranch1_77146,0.00331611,-0.0161425
40077,N40077,2017,881,310,7.397586,1,Ranch1,_77146,Ranch1_77146,-0.00340774,-0.037661
40078,N40078,2017,980,410,4.74859,1,Ranch1,_77146,Ranch1_77146,0.000829699,-0.0388312
40079,N40079,2017,896,420,4.572132,-999,-999,-999,-999,-0.00940975,-0.0122494
40080,N40080,2017,849,370,6.017812,1,Ranch1,_77146,Ranch1_77146,0.00107716,-0.0111241
40081,N40081,2017,792,430,5.993363,1,Ranch1,_77146,Ranch1_77146,0.000595603,0.0524894
40082,N40082,2017,714,390,5.340681,1,Ranch1,_77146,Ranch1_77146,0.0031325,0.0277365
40083,N40083,2017,931,410,4.45095,1,Ranch1,_77146,Ranch1_77146,-0.0072721,-0.0347391
40084,N40084,2017,793,410,3.901379,1,Ranch1,_77146,Ranch1_77146,-0.00379125,0.062198
40085,N40085,2017,759,510,5.041978,1,Ranch1,_77146,Ranch1_77146,-0.00974044,-0.0231932
40086,N40086,2017,743,520,-999,1,Ranch1,_77146,Ranch1_77146,-0.0142072,-0.0459893
40087,N40087,2017,823,-999,5.094065,-999,Ranch3,_77146,Ranch3_77146,-0.0059082,-0.0140169
40088,N40088,2017,805,510,4.465832,1,Ranch1,_77146,Ranch1_77146,-0.0106714,0.00459272
40089,N40089,2017,695,390,4.925048,1,Ranch1,_77146,Ranch1_77146,0.00931048,0.0299
40090,N40090,2017,846,380,4.494533,1,Ranch1,_77146,Ranch1_77146,-0.00400001,-0.0422659
40091,N40091,2017,811,280,4.000238,1,Ranch1,_77146,Ranch1_77146,0.00641764,0.0132328
40092,N40092,2017,862,510,4.598707,1,Ranch1,_77146,Ranch1_77146,-0.00524513,-0.0278796
40093,N40093,2017,995,480,3.896064,1,Ranch1,_77146,Ranch1_77146,-0.0114992,0.0557291
40094,N40094,2017,828,430,4.548746,1,Ranch1,_77146,Ranch1_77146,-0.00491459,0.0105962
40095,N40095,2017,884,510,4.327642,1,Ranch1,_77146,Ranch1_77146,-0.00330735,-0.0313452
40096,N40096,2017,866,490,4.396737,1,Ranch1,_77146,Ranch1_77146,0.00259358,-0.0130808
40097,N40097,2017,840,510,4.602959,1,Ranch1,_77146,Ranch1_77146,-0.00774953,-0.00603907
40098,N40098,2017,801,610,6.19427,1,Ranch1,_77146,Ranch1_77146,-0.00744711,-0.0499631
40099,N40099,2017,869,490,4.396737,1,Ranch1,_77146,Ranch1_77146,0.00131973,-0.0234404
40100,N40100,2017,877,510,4.35528,1,Ranch1,_77146,Ranch1_77146,-0.0019298,0.0706975
40101,N40101,2017,793,520,4.199019,1,Ranch1,_77146,Ranch1_77146,-0.0012778,-0.0130079
